Time,Type,Epoch,Step,Loss,Average_accuracy,R_Ankle,R_Knee,R_Hip,L_Hip,L_Knee,L_Ankle,Pelvis,Thorax,Upper_neck,Head_top,R_Wrist,R_Elbow,R_Shoulder,L_Shoulder,L_Elbow,L_Wrist
16:31:28_18.05.2019,train,[4/20],[5/6],0.00180342,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:31:41_18.05.2019,valid,[4/20],[0/6],0.00154422,0.0096,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.125,0.000,-1.000,0.000,0.000,-1.000,0.000
16:31:53_18.05.2019,train,[5/20],[0/6],0.00159274,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
16:32:18_18.05.2019,train,[5/20],[1/6],0.00114012,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
16:32:42_18.05.2019,train,[5/20],[2/6],0.00140249,0.0312,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125
16:33:06_18.05.2019,train,[5/20],[3/6],0.00138777,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
16:33:29_18.05.2019,train,[5/20],[4/6],0.00138326,0.0625,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.250,0.125,0.000,0.125,0.125,0.000
16:33:45_18.05.2019,train,[5/20],[5/6],0.00119500,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:33:57_18.05.2019,valid,[5/20],[0/6],0.00094601,0.0262,0.143,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,-1.000,0.000,0.000,0.000,0.000
16:34:08_18.05.2019,train,[6/20],[0/6],0.00117972,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:34:32_18.05.2019,train,[6/20],[1/6],0.00136327,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:34:56_18.05.2019,train,[6/20],[2/6],0.00102742,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:35:20_18.05.2019,train,[6/20],[3/6],0.00098888,0.0469,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000
16:35:44_18.05.2019,train,[6/20],[4/6],0.00119778,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.125,0.000,0.125,0.125,0.000
16:36:01_18.05.2019,train,[6/20],[5/6],0.00160327,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:36:13_18.05.2019,valid,[6/20],[0/6],0.00074926,0.0672,0.125,0.000,0.000,0.125,0.000,0.000,0.250,0.000,0.125,0.125,0.000,0.200,0.000,0.000,0.000,0.125
16:36:24_18.05.2019,train,[7/20],[0/6],0.00099349,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:36:48_18.05.2019,train,[7/20],[1/6],0.00141697,0.0234,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:37:12_18.05.2019,train,[7/20],[2/6],0.00107365,0.0078,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:37:38_18.05.2019,train,[7/20],[3/6],0.00085754,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
16:38:02_18.05.2019,train,[7/20],[4/6],0.00101825,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000
16:38:19_18.05.2019,train,[7/20],[5/6],0.00131470,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:38:32_18.05.2019,valid,[7/20],[0/6],0.00071757,0.0312,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000
16:38:45_18.05.2019,train,[8/20],[0/6],0.00097247,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:39:10_18.05.2019,train,[8/20],[1/6],0.00104050,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000
16:39:37_18.05.2019,train,[8/20],[2/6],0.00089888,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:40:03_18.05.2019,train,[8/20],[3/6],0.00101256,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:40:29_18.05.2019,train,[8/20],[4/6],0.00076545,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:40:45_18.05.2019,train,[8/20],[5/6],0.00059832,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:40:58_18.05.2019,valid,[8/20],[0/6],0.00072962,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000
16:41:09_18.05.2019,train,[9/20],[0/6],0.00079107,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:41:36_18.05.2019,train,[9/20],[1/6],0.00104709,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
16:42:01_18.05.2019,train,[9/20],[2/6],0.00094123,0.0156,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:42:26_18.05.2019,train,[9/20],[3/6],0.00094738,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:42:54_18.05.2019,train,[9/20],[4/6],0.00069087,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:43:12_18.05.2019,train,[9/20],[5/6],0.00126364,0.1250,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
16:43:26_18.05.2019,valid,[9/20],[0/6],0.00076916,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:43:37_18.05.2019,train,[10/20],[0/6],0.00087586,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000
16:44:01_18.05.2019,train,[10/20],[1/6],0.00081580,0.0234,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:44:25_18.05.2019,train,[10/20],[2/6],0.00080957,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000
16:44:49_18.05.2019,train,[10/20],[3/6],0.00074843,0.0469,0.000,0.000,0.000,0.250,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000
16:45:12_18.05.2019,train,[10/20],[4/6],0.00093043,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.250,0.000,0.000,0.000
16:45:28_18.05.2019,train,[10/20],[5/6],0.00085846,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:45:40_18.05.2019,valid,[10/20],[0/6],0.00077989,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:45:51_18.05.2019,train,[11/20],[0/6],0.00080569,0.0312,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:46:17_18.05.2019,train,[11/20],[1/6],0.00075476,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:46:41_18.05.2019,train,[11/20],[2/6],0.00089542,0.0312,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250
16:47:06_18.05.2019,train,[11/20],[3/6],0.00079119,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000
16:47:30_18.05.2019,train,[11/20],[4/6],0.00077316,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000
16:47:46_18.05.2019,train,[11/20],[5/6],0.00085249,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:47:57_18.05.2019,valid,[11/20],[0/6],0.00074092,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000
16:48:08_18.05.2019,train,[12/20],[0/6],0.00072950,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125
16:48:35_18.05.2019,train,[12/20],[1/6],0.00085553,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:49:01_18.05.2019,train,[12/20],[2/6],0.00069820,0.0234,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:49:25_18.05.2019,train,[12/20],[3/6],0.00078388,0.0234,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:49:49_18.05.2019,train,[12/20],[4/6],0.00079387,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:50:05_18.05.2019,train,[12/20],[5/6],0.00077536,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:50:17_18.05.2019,valid,[12/20],[0/6],0.00073597,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:50:27_18.05.2019,train,[13/20],[0/6],0.00074910,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:50:51_18.05.2019,train,[13/20],[1/6],0.00077225,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
16:51:16_18.05.2019,train,[13/20],[2/6],0.00079287,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:51:40_18.05.2019,train,[13/20],[3/6],0.00069059,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:52:05_18.05.2019,train,[13/20],[4/6],0.00076441,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000
16:52:22_18.05.2019,train,[13/20],[5/6],0.00085334,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:52:34_18.05.2019,valid,[13/20],[0/6],0.00071337,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:52:46_18.05.2019,train,[14/20],[0/6],0.00067434,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:53:11_18.05.2019,train,[14/20],[1/6],0.00079443,0.0078,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:53:36_18.05.2019,train,[14/20],[2/6],0.00080858,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:54:02_18.05.2019,train,[14/20],[3/6],0.00082026,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:54:27_18.05.2019,train,[14/20],[4/6],0.00059542,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:54:44_18.05.2019,train,[14/20],[5/6],0.00125187,0.0625,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500
16:54:56_18.05.2019,valid,[14/20],[0/6],0.00071683,0.0469,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:55:07_18.05.2019,train,[15/20],[0/6],0.00065943,0.0078,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:55:31_18.05.2019,train,[15/20],[1/6],0.00081421,0.0312,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000
16:55:57_18.05.2019,train,[15/20],[2/6],0.00066729,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.250,0.000,0.000,0.000,0.000
16:56:20_18.05.2019,train,[15/20],[3/6],0.00072745,0.0312,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:56:44_18.05.2019,train,[15/20],[4/6],0.00073551,0.0312,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000
16:57:01_18.05.2019,train,[15/20],[5/6],0.00073115,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:57:13_18.05.2019,valid,[15/20],[0/6],0.00068914,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:57:24_18.05.2019,train,[16/20],[0/6],0.00054360,0.0234,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
16:57:49_18.05.2019,train,[16/20],[1/6],0.00069889,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125
16:58:14_18.05.2019,train,[16/20],[2/6],0.00071015,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:58:39_18.05.2019,train,[16/20],[3/6],0.00071965,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:59:03_18.05.2019,train,[16/20],[4/6],0.00088085,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.125,0.000
16:59:20_18.05.2019,train,[16/20],[5/6],0.00074470,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:59:32_18.05.2019,valid,[16/20],[0/6],0.00067579,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:59:43_18.05.2019,train,[17/20],[0/6],0.00066417,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:00:05_18.05.2019,train,[17/20],[1/6],0.00069688,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
17:00:27_18.05.2019,train,[17/20],[2/6],0.00071414,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:00:51_18.05.2019,train,[17/20],[3/6],0.00079427,0.0391,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.125,0.000,0.000
17:01:15_18.05.2019,train,[17/20],[4/6],0.00071467,0.0312,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
17:01:31_18.05.2019,train,[17/20],[5/6],0.00047677,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:01:43_18.05.2019,valid,[17/20],[0/6],0.00068115,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
17:01:54_18.05.2019,train,[18/20],[0/6],0.00086845,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000
17:02:18_18.05.2019,train,[18/20],[1/6],0.00063734,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.125,0.125,0.000,0.000
17:02:41_18.05.2019,train,[18/20],[2/6],0.00066418,0.0312,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
17:03:06_18.05.2019,train,[18/20],[3/6],0.00078333,0.0234,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
17:03:30_18.05.2019,train,[18/20],[4/6],0.00058968,0.0469,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125
17:03:48_18.05.2019,train,[18/20],[5/6],0.00053911,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000
17:03:59_18.05.2019,valid,[18/20],[0/6],0.00065156,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000
17:04:10_18.05.2019,train,[19/20],[0/6],0.00075153,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
17:04:35_18.05.2019,train,[19/20],[1/6],0.00072193,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:04:59_18.05.2019,train,[19/20],[2/6],0.00065330,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
17:05:23_18.05.2019,train,[19/20],[3/6],0.00064399,0.0469,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.250,0.125,0.125,0.000,0.000
17:05:48_18.05.2019,train,[19/20],[4/6],0.00061079,0.0469,0.000,0.000,0.250,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
17:06:05_18.05.2019,train,[19/20],[5/6],0.00090629,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
17:06:17_18.05.2019,valid,[19/20],[0/6],0.00064544,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000
17:06:27_18.05.2019,train,[20/20],[0/6],0.00063542,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000
17:06:52_18.05.2019,train,[20/20],[1/6],0.00062449,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
17:07:17_18.05.2019,train,[20/20],[2/6],0.00065251,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:07:41_18.05.2019,train,[20/20],[3/6],0.00077667,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
17:08:05_18.05.2019,train,[20/20],[4/6],0.00068151,0.0469,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.000
17:08:21_18.05.2019,train,[20/20],[5/6],0.00090232,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000
17:08:33_18.05.2019,valid,[20/20],[0/6],0.00064494,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
17:08:44_18.05.2019,train,[21/20],[0/6],0.00063434,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
17:09:09_18.05.2019,train,[21/20],[1/6],0.00075098,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125
17:09:34_18.05.2019,train,[21/20],[2/6],0.00067766,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
17:09:59_18.05.2019,train,[21/20],[3/6],0.00060905,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
17:10:24_18.05.2019,train,[21/20],[4/6],0.00071178,0.0391,0.000,0.000,0.000,0.125,0.000,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
17:10:40_18.05.2019,train,[21/20],[5/6],0.00095713,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:10:52_18.05.2019,valid,[21/20],[0/6],0.00066083,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:11:03_18.05.2019,train,[22/20],[0/6],0.00068666,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000
17:11:28_18.05.2019,train,[22/20],[1/6],0.00067265,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000
17:11:54_18.05.2019,train,[22/20],[2/6],0.00072088,0.0547,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.125,0.000,0.000,0.250,0.000,0.000,0.000
17:12:18_18.05.2019,train,[22/20],[3/6],0.00063058,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
17:12:43_18.05.2019,train,[22/20],[4/6],0.00064144,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
17:13:00_18.05.2019,train,[22/20],[5/6],0.00070615,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:13:13_18.05.2019,valid,[22/20],[0/6],0.00064992,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
17:13:24_18.05.2019,train,[23/20],[0/6],0.00069504,0.0156,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:13:50_18.05.2019,train,[23/20],[1/6],0.00060436,0.0312,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125
17:14:15_18.05.2019,train,[23/20],[2/6],0.00067656,0.0312,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
17:14:41_18.05.2019,train,[23/20],[3/6],0.00065290,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000
17:15:07_18.05.2019,train,[23/20],[4/6],0.00070086,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.250,0.000,0.000,0.000,0.000,0.000,0.000
17:15:25_18.05.2019,train,[23/20],[5/6],0.00065729,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000
17:15:37_18.05.2019,valid,[23/20],[0/6],0.00062480,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000
17:15:49_18.05.2019,train,[24/20],[0/6],0.00072962,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17:16:15_18.05.2019,train,[24/20],[1/6],0.00054152,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000
17:16:39_18.05.2019,train,[24/20],[2/6],0.00073999,0.0469,0.125,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125
